,cibil_score,loan_amount,loan_id,commercial_assets_value,loan_term,bank_asset_value,residential_assets_value,income_annum,no_of_dependents,self_employed
1300,69.0,220.0,892.0,37.0,6.0,91.0,84.0,82.0,0.0,0.0
1301,542.0,222.0,1139.0,143.0,8.0,84.0,135.0,80.0,2.0,0.0
1302,480.0,160.0,1562.0,4.0,6.0,40.0,5.0,41.0,1.0,1.0
1303,393.0,24.0,1633.0,13.0,8.0,9.0,7.0,12.0,4.0,0.0
1304,126.0,73.0,362.0,31.0,7.0,22.0,54.0,18.0,2.0,1.0
1305,442.0,107.0,1314.0,46.0,5.0,24.0,40.0,26.0,5.0,0.0
1306,234.0,65.0,647.0,57.0,4.0,29.0,59.0,28.0,1.0,1.0
1307,323.0,222.0,1955.0,46.0,5.0,49.0,126.0,68.0,2.0,1.0
1308,483.0,334.0,463.0,9.0,0.0,93.0,96.0,94.0,1.0,1.0
1309,458.0,184.0,230.0,82.0,0.0,48.0,81.0,54.0,3.0,0.0
1310,147.0,61.0,53.0,11.0,4.0,21.0,10.0,15.0,1.0,0.0
1311,332.0,45.0,327.0,10.0,9.0,14.0,43.0,14.0,4.0,1.0
1312,146.0,201.0,1614.0,114.0,2.0,90.0,53.0,88.0,5.0,1.0
1313,508.0,238.0,273.0,7.0,6.0,77.0,60.0,81.0,3.0,0.0
1314,504.0,89.0,1679.0,20.0,4.0,31.0,86.0,35.0,2.0,0.0
1315,347.0,166.0,557.0,74.0,1.0,84.0,131.0,55.0,4.0,1.0
1316,190.0,103.0,1241.0,29.0,7.0,24.0,9.0,25.0,5.0,0.0
1317,54.0,96.0,1505.0,26.0,7.0,23.0,56.0,23.0,4.0,0.0
1318,4.0,5.0,599.0,5.0,8.0,4.0,10.0,2.0,5.0,0.0
1319,330.0,237.0,877.0,73.0,9.0,66.0,4.0,58.0,5.0,0.0
1320,137.0,203.0,179.0,114.0,4.0,61.0,162.0,80.0,3.0,1.0
1321,12.0,104.0,159.0,16.0,7.0,52.0,24.0,34.0,3.0,1.0
1322,100.0,222.0,152.0,84.0,8.0,63.0,9.0,67.0,1.0,0.0
1323,190.0,134.0,658.0,14.0,2.0,37.0,0.0,38.0,5.0,0.0
1324,152.0,167.0,1011.0,18.0,0.0,67.0,2.0,64.0,2.0,1.0
1325,6.0,142.0,417.0,88.0,5.0,29.0,8.0,49.0,3.0,0.0
1326,71.0,131.0,1847.0,1.0,8.0,25.0,29.0,35.0,3.0,0.0
1327,140.0,155.0,193.0,76.0,1.0,91.0,106.0,65.0,3.0,1.0
1328,417.0,101.0,1508.0,59.0,5.0,44.0,120.0,39.0,4.0,1.0
1329,117.0,55.0,1767.0,19.0,8.0,14.0,9.0,13.0,3.0,1.0
1330,273.0,66.0,1673.0,45.0,1.0,34.0,52.0,22.0,0.0,1.0
1331,292.0,244.0,1518.0,140.0,6.0,67.0,137.0,95.0,1.0,1.0
1332,448.0,219.0,1361.0,22.0,5.0,85.0,90.0,64.0,3.0,0.0
1333,15.0,304.0,1690.0,12.0,0.0,73.0,227.0,78.0,1.0,0.0
1334,484.0,165.0,1199.0,61.0,2.0,98.0,67.0,70.0,2.0,0.0
1335,441.0,14.0,518.0,11.0,1.0,4.0,24.0,6.0,0.0,1.0
1336,124.0,121.0,1399.0,24.0,6.0,26.0,105.0,34.0,4.0,0.0
1337,49.0,67.0,503.0,23.0,1.0,27.0,12.0,25.0,4.0,0.0
1338,108.0,15.0,241.0,5.0,8.0,2.0,11.0,3.0,5.0,1.0
1339,419.0,48.0,1898.0,20.0,8.0,9.0,26.0,14.0,1.0,0.0
1340,349.0,210.0,1433.0,70.0,9.0,96.0,79.0,66.0,2.0,0.0
1341,178.0,11.0,2070.0,7.0,1.0,1.0,12.0,2.0,5.0,1.0
1342,224.0,80.0,1597.0,74.0,3.0,59.0,38.0,38.0,3.0,1.0
1343,500.0,53.0,1804.0,20.0,0.0,26.0,12.0,25.0,5.0,0.0
1344,527.0,245.0,623.0,50.0,8.0,81.0,163.0,87.0,5.0,1.0
1345,29.0,32.0,972.0,14.0,2.0,11.0,25.0,7.0,0.0,1.0
1346,274.0,209.0,777.0,83.0,1.0,31.0,122.0,53.0,5.0,0.0
1347,489.0,280.0,1937.0,113.0,1.0,98.0,156.0,76.0,4.0,0.0
1348,31.0,72.0,2078.0,6.0,0.0,15.0,35.0,20.0,0.0,0.0
1349,207.0,119.0,144.0,20.0,9.0,54.0,135.0,50.0,5.0,0.0
1350,349.0,236.0,1887.0,46.0,5.0,61.0,58.0,88.0,5.0,0.0
1351,544.0,150.0,945.0,95.0,1.0,29.0,47.0,53.0,0.0,1.0
1352,301.0,101.0,469.0,69.0,6.0,46.0,22.0,38.0,3.0,1.0
1353,464.0,35.0,1026.0,0.0,1.0,14.0,29.0,13.0,2.0,0.0
1354,452.0,31.0,1967.0,2.0,0.0,14.0,39.0,11.0,4.0,1.0
1355,433.0,67.0,1251.0,10.0,6.0,15.0,27.0,16.0,4.0,0.0
1356,221.0,155.0,1093.0,1.0,6.0,87.0,64.0,56.0,4.0,1.0
1357,574.0,17.0,1667.0,7.0,5.0,4.0,9.0,3.0,3.0,0.0
1358,216.0,202.0,274.0,65.0,2.0,48.0,192.0,85.0,1.0,1.0
1359,383.0,148.0,88.0,15.0,2.0,60.0,38.0,43.0,4.0,0.0
1360,467.0,183.0,2027.0,56.0,8.0,100.0,92.0,74.0,4.0,0.0
1361,17.0,172.0,1526.0,140.0,9.0,95.0,178.0,72.0,3.0,0.0
1362,425.0,270.0,544.0,142.0,3.0,95.0,142.0,70.0,4.0,0.0
1363,240.0,16.0,941.0,4.0,5.0,4.0,25.0,7.0,3.0,0.0
1364,313.0,122.0,423.0,29.0,1.0,54.0,145.0,52.0,2.0,0.0
1365,261.0,183.0,1369.0,62.0,5.0,73.0,136.0,53.0,4.0,0.0
1366,466.0,31.0,2030.0,3.0,4.0,22.0,39.0,13.0,4.0,0.0
1367,152.0,65.0,764.0,11.0,8.0,14.0,23.0,16.0,5.0,0.0
1368,63.0,3.0,1476.0,4.0,2.0,2.0,0.0,1.0,4.0,0.0
1369,100.0,309.0,1196.0,88.0,3.0,61.0,116.0,80.0,0.0,1.0
1370,92.0,177.0,1383.0,128.0,9.0,97.0,3.0,73.0,4.0,1.0
1371,520.0,107.0,1645.0,32.0,0.0,14.0,50.0,27.0,2.0,0.0
1372,525.0,35.0,537.0,2.0,3.0,15.0,18.0,12.0,3.0,0.0
1373,307.0,79.0,1932.0,33.0,6.0,27.0,75.0,26.0,5.0,0.0
1374,358.0,56.0,1416.0,6.0,5.0,37.0,75.0,23.0,1.0,0.0
1375,244.0,94.0,1481.0,13.0,9.0,16.0,14.0,25.0,0.0,1.0
1376,282.0,194.0,33.0,93.0,9.0,34.0,75.0,49.0,2.0,1.0
1377,408.0,253.0,1127.0,122.0,3.0,90.0,127.0,64.0,0.0,0.0
1378,17.0,49.0,1906.0,15.0,7.0,13.0,50.0,16.0,0.0,1.0
1379,578.0,72.0,79.0,65.0,2.0,28.0,12.0,34.0,4.0,0.0
1380,118.0,286.0,323.0,120.0,1.0,88.0,32.0,78.0,4.0,0.0
1381,273.0,87.0,1036.0,15.0,2.0,34.0,67.0,39.0,5.0,1.0
1382,6.0,267.0,104.0,115.0,5.0,96.0,59.0,90.0,3.0,0.0
1383,499.0,35.0,1182.0,15.0,9.0,11.0,15.0,9.0,3.0,1.0
1384,144.0,275.0,189.0,15.0,4.0,39.0,186.0,78.0,5.0,1.0
1385,8.0,114.0,453.0,11.0,2.0,37.0,119.0,45.0,1.0,0.0
1386,168.0,274.0,1113.0,88.0,5.0,87.0,207.0,70.0,3.0,0.0
1387,327.0,193.0,1736.0,23.0,7.0,107.0,116.0,80.0,2.0,1.0
1388,99.0,59.0,82.0,21.0,8.0,11.0,41.0,18.0,5.0,0.0
1389,394.0,110.0,1694.0,28.0,1.0,40.0,48.0,40.0,1.0,1.0
1390,496.0,17.0,2057.0,4.0,9.0,6.0,4.0,4.0,5.0,0.0
1391,551.0,293.0,634.0,141.0,8.0,92.0,178.0,78.0,5.0,1.0
1392,375.0,216.0,203.0,56.0,7.0,50.0,82.0,92.0,3.0,0.0
1393,132.0,88.0,1173.0,5.0,5.0,36.0,37.0,26.0,1.0,0.0
1394,37.0,203.0,1405.0,107.0,5.0,82.0,35.0,58.0,0.0,0.0
1395,458.0,125.0,333.0,86.0,6.0,35.0,132.0,44.0,5.0,1.0
1396,438.0,325.0,708.0,98.0,0.0,115.0,80.0,88.0,1.0,1.0
1397,19.0,56.0,909.0,42.0,6.0,33.0,21.0,22.0,0.0,1.0
1398,207.0,251.0,2018.0,6.0,4.0,98.0,216.0,76.0,2.0,1.0
1399,158.0,252.0,1689.0,56.0,2.0,84.0,24.0,72.0,0.0,0.0
1400,218.0,138.0,477.0,11.0,5.0,55.0,22.0,41.0,1.0,1.0
1401,470.0,131.0,1066.0,40.0,6.0,96.0,50.0,65.0,3.0,1.0
1402,249.0,109.0,798.0,43.0,2.0,51.0,111.0,41.0,3.0,0.0
1403,315.0,167.0,1160.0,62.0,2.0,59.0,68.0,48.0,0.0,1.0
1404,453.0,153.0,662.0,15.0,0.0,58.0,78.0,44.0,2.0,0.0
1405,519.0,82.0,255.0,45.0,6.0,18.0,13.0,27.0,3.0,0.0
1406,223.0,97.0,627.0,2.0,4.0,19.0,110.0,37.0,4.0,0.0
1407,395.0,48.0,643.0,8.0,3.0,19.0,25.0,14.0,4.0,0.0
1408,95.0,93.0,1714.0,60.0,1.0,46.0,18.0,33.0,1.0,1.0
1409,355.0,86.0,1859.0,40.0,4.0,53.0,94.0,37.0,4.0,1.0
1410,56.0,70.0,1832.0,32.0,8.0,22.0,38.0,19.0,5.0,0.0
1411,118.0,78.0,1167.0,31.0,0.0,25.0,43.0,24.0,3.0,0.0
1412,240.0,67.0,1193.0,12.0,9.0,23.0,9.0,23.0,2.0,0.0
1413,268.0,283.0,504.0,75.0,4.0,119.0,189.0,78.0,3.0,1.0
1414,275.0,24.0,215.0,12.0,7.0,3.0,12.0,5.0,4.0,1.0
1415,575.0,36.0,1893.0,2.0,1.0,9.0,12.0,9.0,5.0,1.0
1416,546.0,199.0,1472.0,8.0,0.0,62.0,6.0,51.0,0.0,1.0
1417,398.0,264.0,1337.0,153.0,5.0,96.0,161.0,86.0,3.0,1.0
1418,502.0,197.0,1094.0,16.0,5.0,80.0,37.0,92.0,4.0,1.0
1419,28.0,148.0,1716.0,38.0,8.0,62.0,60.0,55.0,2.0,1.0
1420,124.0,83.0,622.0,38.0,6.0,37.0,32.0,29.0,4.0,1.0
1421,249.0,101.0,793.0,56.0,4.0,45.0,83.0,30.0,2.0,0.0
1422,18.0,80.0,967.0,41.0,4.0,21.0,88.0,27.0,4.0,1.0
1423,304.0,279.0,1326.0,72.0,1.0,130.0,1.0,88.0,0.0,0.0
1424,494.0,208.0,118.0,95.0,2.0,87.0,162.0,94.0,4.0,1.0
1425,405.0,72.0,115.0,28.0,9.0,28.0,52.0,17.0,5.0,0.0
1426,10.0,159.0,1475.0,143.0,1.0,58.0,109.0,73.0,4.0,0.0
1427,383.0,80.0,1551.0,19.0,4.0,43.0,76.0,27.0,2.0,1.0
1428,443.0,335.0,1601.0,149.0,7.0,61.0,125.0,96.0,2.0,1.0
1429,1.0,155.0,513.0,99.0,7.0,71.0,93.0,63.0,5.0,1.0
1430,56.0,73.0,1350.0,7.0,0.0,21.0,9.0,27.0,1.0,0.0
1431,46.0,198.0,947.0,25.0,8.0,72.0,70.0,64.0,5.0,0.0
1432,557.0,304.0,1454.0,168.0,9.0,90.0,222.0,92.0,3.0,1.0
1433,236.0,317.0,126.0,168.0,0.0,77.0,233.0,96.0,2.0,0.0
1434,310.0,167.0,707.0,66.0,3.0,39.0,42.0,41.0,0.0,0.0
1435,211.0,21.0,1605.0,8.0,1.0,5.0,6.0,6.0,0.0,1.0
1436,63.0,224.0,375.0,148.0,1.0,72.0,83.0,85.0,2.0,0.0
1437,52.0,239.0,636.0,70.0,0.0,79.0,183.0,68.0,3.0,1.0
1438,2.0,11.0,1425.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0
1439,160.0,207.0,186.0,149.0,3.0,99.0,118.0,84.0,5.0,0.0
1440,358.0,156.0,1825.0,83.0,4.0,28.0,109.0,47.0,4.0,1.0
1441,464.0,149.0,868.0,96.0,9.0,41.0,148.0,71.0,2.0,1.0
1442,96.0,211.0,1808.0,97.0,5.0,68.0,41.0,52.0,5.0,1.0
1443,391.0,115.0,895.0,46.0,9.0,33.0,117.0,41.0,2.0,0.0
1444,425.0,66.0,475.0,37.0,9.0,31.0,16.0,30.0,3.0,0.0
1445,31.0,187.0,861.0,149.0,5.0,96.0,155.0,76.0,0.0,1.0
1446,9.0,79.0,998.0,39.0,1.0,33.0,110.0,36.0,4.0,1.0
1447,297.0,182.0,547.0,55.0,9.0,58.0,58.0,46.0,2.0,0.0
1448,132.0,50.0,2077.0,35.0,5.0,26.0,24.0,17.0,3.0,1.0
1449,60.0,247.0,940.0,159.0,6.0,110.0,150.0,91.0,0.0,1.0
1450,217.0,106.0,1389.0,62.0,1.0,28.0,89.0,33.0,1.0,0.0
1451,113.0,229.0,778.0,168.0,4.0,85.0,111.0,96.0,5.0,1.0
1452,572.0,29.0,602.0,15.0,1.0,13.0,21.0,8.0,1.0,1.0
1453,223.0,136.0,156.0,56.0,2.0,60.0,61.0,38.0,5.0,0.0
1454,211.0,261.0,1626.0,11.0,2.0,57.0,159.0,89.0,0.0,0.0
1455,53.0,209.0,108.0,89.0,9.0,141.0,215.0,96.0,4.0,1.0
1456,513.0,98.0,731.0,60.0,2.0,30.0,86.0,30.0,5.0,0.0
1457,425.0,264.0,1087.0,91.0,4.0,112.0,119.0,84.0,1.0,0.0
1458,149.0,102.0,1308.0,40.0,9.0,21.0,84.0,33.0,1.0,1.0
1459,421.0,286.0,1837.0,83.0,4.0,50.0,146.0,90.0,4.0,1.0
1460,192.0,142.0,913.0,2.0,8.0,48.0,80.0,43.0,2.0,0.0
1461,571.0,37.0,2085.0,15.0,6.0,16.0,25.0,9.0,4.0,0.0
1462,63.0,284.0,38.0,86.0,2.0,47.0,235.0,86.0,5.0,1.0
1463,520.0,190.0,758.0,23.0,9.0,82.0,59.0,74.0,1.0,1.0
1464,244.0,196.0,1446.0,42.0,7.0,45.0,141.0,54.0,3.0,0.0
1465,395.0,178.0,529.0,51.0,8.0,63.0,62.0,75.0,0.0,1.0
1466,106.0,67.0,365.0,49.0,5.0,35.0,65.0,28.0,0.0,0.0
1467,517.0,169.0,1959.0,85.0,2.0,67.0,28.0,43.0,2.0,0.0
1468,367.0,308.0,1712.0,108.0,0.0,87.0,121.0,88.0,5.0,1.0
1469,132.0,182.0,2048.0,55.0,7.0,65.0,15.0,56.0,4.0,0.0
1470,331.0,83.0,1305.0,10.0,2.0,44.0,78.0,32.0,1.0,0.0
1471,545.0,256.0,1715.0,2.0,1.0,54.0,79.0,97.0,5.0,1.0
1472,289.0,117.0,1954.0,19.0,7.0,22.0,69.0,30.0,1.0,0.0
1473,250.0,129.0,293.0,40.0,7.0,21.0,99.0,34.0,3.0,1.0
1474,485.0,6.0,1583.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0
1475,76.0,186.0,1723.0,91.0,2.0,31.0,140.0,53.0,4.0,1.0
1476,411.0,164.0,545.0,97.0,5.0,75.0,12.0,56.0,1.0,1.0
1477,51.0,18.0,1619.0,3.0,2.0,12.0,8.0,6.0,4.0,1.0
1478,361.0,101.0,1586.0,37.0,7.0,40.0,62.0,25.0,4.0,1.0
1479,428.0,138.0,1596.0,44.0,5.0,84.0,118.0,56.0,3.0,1.0
1480,262.0,320.0,69.0,62.0,4.0,55.0,52.0,83.0,1.0,0.0
1481,46.0,187.0,1431.0,37.0,6.0,49.0,43.0,67.0,3.0,1.0
1482,405.0,136.0,629.0,56.0,8.0,21.0,51.0,37.0,2.0,1.0
1483,44.0,24.0,1221.0,3.0,7.0,8.0,20.0,9.0,1.0,1.0
1484,188.0,19.0,297.0,5.0,2.0,10.0,10.0,6.0,5.0,0.0
1485,24.0,95.0,15.0,87.0,7.0,33.0,39.0,47.0,0.0,0.0
1486,33.0,113.0,598.0,52.0,4.0,23.0,64.0,33.0,4.0,0.0
1487,472.0,190.0,1604.0,18.0,5.0,65.0,51.0,52.0,1.0,1.0
1488,57.0,209.0,649.0,53.0,9.0,64.0,43.0,53.0,4.0,0.0
1489,310.0,18.0,1271.0,7.0,6.0,10.0,20.0,5.0,4.0,0.0
1490,571.0,222.0,1566.0,108.0,5.0,95.0,225.0,87.0,3.0,1.0
1491,270.0,61.0,915.0,18.0,3.0,30.0,37.0,21.0,1.0,1.0
1492,191.0,212.0,735.0,52.0,7.0,77.0,23.0,77.0,4.0,1.0
1493,49.0,133.0,494.0,37.0,8.0,76.0,18.0,49.0,0.0,0.0
1494,554.0,274.0,145.0,2.0,1.0,104.0,12.0,92.0,5.0,0.0
1495,466.0,159.0,1098.0,27.0,0.0,92.0,171.0,72.0,5.0,1.0
1496,351.0,25.0,1776.0,14.0,0.0,9.0,13.0,7.0,4.0,1.0
1497,471.0,93.0,973.0,21.0,4.0,39.0,100.0,37.0,0.0,1.0
1498,35.0,17.0,1122.0,0.0,6.0,6.0,18.0,7.0,2.0,0.0
1499,66.0,82.0,1570.0,45.0,9.0,21.0,50.0,25.0,2.0,1.0
1500,51.0,185.0,1599.0,95.0,4.0,62.0,166.0,64.0,4.0,1.0
1501,157.0,216.0,1989.0,20.0,5.0,83.0,95.0,60.0,4.0,0.0
1502,523.0,185.0,789.0,52.0,5.0,49.0,12.0,69.0,2.0,1.0
1503,376.0,120.0,284.0,2.0,0.0,42.0,106.0,40.0,5.0,1.0
1504,500.0,271.0,1541.0,134.0,7.0,59.0,81.0,85.0,1.0,1.0
1505,369.0,143.0,26.0,69.0,2.0,49.0,25.0,40.0,3.0,1.0
1506,558.0,99.0,664.0,77.0,7.0,70.0,109.0,45.0,5.0,0.0
1507,526.0,94.0,58.0,3.0,7.0,51.0,79.0,40.0,3.0,1.0
1508,142.0,109.0,781.0,79.0,4.0,60.0,4.0,52.0,5.0,1.0
1509,538.0,333.0,1483.0,119.0,4.0,101.0,220.0,88.0,5.0,0.0
1510,544.0,123.0,2026.0,47.0,0.0,45.0,136.0,56.0,0.0,1.0
1511,422.0,286.0,1319.0,74.0,8.0,124.0,48.0,95.0,5.0,1.0
1512,256.0,245.0,1324.0,158.0,0.0,120.0,175.0,93.0,0.0,0.0
1513,520.0,191.0,1392.0,142.0,7.0,65.0,165.0,72.0,4.0,0.0
1514,470.0,19.0,6.0,8.0,9.0,6.0,14.0,6.0,0.0,1.0
1515,158.0,105.0,55.0,48.0,6.0,47.0,25.0,42.0,0.0,0.0
1516,177.0,30.0,425.0,3.0,4.0,16.0,29.0,9.0,0.0,0.0
1517,202.0,34.0,1672.0,0.0,0.0,13.0,3.0,9.0,1.0,0.0
1518,428.0,190.0,1509.0,0.0,7.0,36.0,73.0,69.0,1.0,1.0
1519,83.0,127.0,524.0,50.0,0.0,38.0,164.0,57.0,1.0,0.0
1520,479.0,181.0,282.0,9.0,0.0,99.0,41.0,66.0,0.0,0.0
1521,289.0,254.0,1120.0,135.0,9.0,101.0,197.0,68.0,4.0,0.0
1522,149.0,9.0,1044.0,5.0,5.0,3.0,15.0,3.0,5.0,0.0
1523,583.0,169.0,1983.0,87.0,3.0,49.0,166.0,72.0,1.0,1.0
1524,507.0,246.0,25.0,121.0,7.0,52.0,218.0,89.0,2.0,0.0
1525,252.0,142.0,534.0,11.0,6.0,60.0,111.0,49.0,0.0,1.0
1526,512.0,250.0,1070.0,157.0,1.0,110.0,240.0,90.0,2.0,1.0
1527,280.0,67.0,1940.0,34.0,1.0,34.0,54.0,28.0,2.0,0.0
1528,238.0,242.0,679.0,0.0,1.0,131.0,240.0,90.0,1.0,1.0
1529,437.0,33.0,648.0,14.0,6.0,12.0,3.0,13.0,0.0,0.0
1530,17.0,102.0,1883.0,80.0,9.0,53.0,31.0,50.0,1.0,0.0
1531,443.0,27.0,693.0,27.0,2.0,14.0,36.0,12.0,5.0,0.0
1532,228.0,139.0,991.0,40.0,9.0,34.0,103.0,56.0,4.0,0.0
1533,224.0,288.0,166.0,95.0,1.0,58.0,105.0,88.0,5.0,0.0
1534,219.0,108.0,1316.0,2.0,3.0,49.0,117.0,40.0,4.0,0.0
1535,27.0,315.0,957.0,46.0,9.0,80.0,164.0,82.0,2.0,0.0
1536,492.0,67.0,486.0,56.0,1.0,30.0,58.0,27.0,3.0,1.0
1537,183.0,103.0,1750.0,24.0,9.0,46.0,109.0,42.0,2.0,0.0
1538,398.0,189.0,686.0,161.0,9.0,130.0,208.0,92.0,0.0,1.0
1539,558.0,15.0,989.0,10.0,3.0,3.0,17.0,5.0,4.0,0.0
1540,72.0,324.0,1891.0,112.0,7.0,112.0,194.0,84.0,2.0,0.0
1541,343.0,143.0,12.0,35.0,5.0,59.0,104.0,61.0,5.0,0.0
1542,345.0,88.0,1861.0,40.0,8.0,30.0,91.0,36.0,5.0,1.0
1543,283.0,42.0,1807.0,5.0,8.0,15.0,26.0,19.0,2.0,1.0
1544,414.0,145.0,1577.0,4.0,2.0,54.0,11.0,52.0,2.0,1.0
1545,13.0,236.0,1851.0,153.0,1.0,109.0,27.0,76.0,1.0,0.0
1546,425.0,6.0,1629.0,4.0,3.0,1.0,9.0,1.0,2.0,0.0
1547,430.0,125.0,454.0,86.0,7.0,61.0,23.0,45.0,3.0,1.0
1548,267.0,176.0,817.0,76.0,2.0,53.0,67.0,62.0,1.0,1.0
1549,489.0,85.0,805.0,3.0,5.0,34.0,55.0,33.0,0.0,0.0
1550,194.0,245.0,1373.0,41.0,1.0,61.0,87.0,64.0,1.0,0.0
1551,56.0,233.0,495.0,29.0,2.0,109.0,200.0,74.0,2.0,1.0
1552,394.0,197.0,1536.0,100.0,4.0,103.0,240.0,84.0,0.0,1.0
1553,251.0,308.0,974.0,29.0,8.0,63.0,134.0,81.0,0.0,0.0
1554,547.0,157.0,1320.0,0.0,2.0,97.0,21.0,63.0,1.0,0.0
1555,235.0,247.0,774.0,120.0,1.0,132.0,99.0,95.0,4.0,1.0
1556,405.0,342.0,1147.0,118.0,0.0,117.0,112.0,90.0,3.0,0.0
1557,436.0,2.0,1270.0,0.0,2.0,0.0,5.0,0.0,2.0,1.0
1558,364.0,195.0,1543.0,122.0,7.0,107.0,6.0,82.0,0.0,0.0
1559,504.0,219.0,283.0,66.0,9.0,87.0,136.0,60.0,5.0,1.0
1560,525.0,170.0,706.0,51.0,9.0,23.0,37.0,42.0,5.0,1.0
1561,323.0,75.0,129.0,5.0,7.0,49.0,86.0,31.0,5.0,1.0
1562,2.0,45.0,1141.0,8.0,3.0,26.0,16.0,18.0,4.0,0.0
1563,88.0,38.0,322.0,14.0,2.0,7.0,44.0,14.0,1.0,1.0
1564,198.0,78.0,1432.0,31.0,0.0,31.0,19.0,21.0,2.0,1.0
1565,239.0,113.0,1702.0,3.0,6.0,48.0,86.0,34.0,5.0,0.0
1566,385.0,209.0,120.0,106.0,8.0,49.0,139.0,77.0,3.0,1.0
1567,226.0,136.0,1935.0,96.0,1.0,41.0,31.0,58.0,2.0,0.0
1568,394.0,98.0,540.0,48.0,9.0,39.0,35.0,30.0,3.0,0.0
1569,576.0,310.0,986.0,168.0,7.0,126.0,43.0,97.0,2.0,0.0
1570,546.0,133.0,1417.0,84.0,1.0,54.0,118.0,64.0,5.0,0.0
1571,489.0,264.0,482.0,164.0,4.0,96.0,6.0,83.0,5.0,1.0
1572,131.0,244.0,30.0,35.0,4.0,113.0,69.0,85.0,2.0,0.0
1573,549.0,201.0,379.0,36.0,1.0,127.0,240.0,97.0,3.0,1.0
1574,142.0,40.0,457.0,12.0,7.0,10.0,37.0,12.0,4.0,1.0
1575,226.0,161.0,1030.0,56.0,2.0,39.0,19.0,43.0,3.0,0.0
1576,543.0,23.0,1488.0,19.0,2.0,6.0,19.0,9.0,1.0,0.0
1577,405.0,180.0,1860.0,6.0,8.0,75.0,83.0,67.0,4.0,1.0
1578,318.0,146.0,769.0,101.0,9.0,103.0,160.0,72.0,2.0,1.0
1579,355.0,103.0,390.0,8.0,6.0,39.0,63.0,29.0,1.0,0.0
1580,29.0,63.0,164.0,20.0,2.0,27.0,64.0,31.0,2.0,0.0
1581,501.0,57.0,106.0,42.0,8.0,34.0,64.0,26.0,2.0,0.0
1582,558.0,141.0,466.0,93.0,1.0,39.0,31.0,48.0,0.0,0.0
1583,432.0,153.0,399.0,58.0,7.0,68.0,8.0,55.0,0.0,0.0
1584,92.0,95.0,550.0,43.0,7.0,24.0,55.0,27.0,0.0,0.0
1585,290.0,40.0,384.0,18.0,3.0,13.0,17.0,10.0,4.0,0.0
1586,419.0,203.0,1035.0,90.0,5.0,84.0,219.0,81.0,2.0,1.0
1587,272.0,47.0,276.0,44.0,6.0,32.0,60.0,22.0,0.0,0.0
1588,403.0,91.0,808.0,10.0,2.0,31.0,1.0,39.0,1.0,0.0
1589,324.0,64.0,165.0,8.0,5.0,20.0,2.0,18.0,4.0,1.0
1590,162.0,211.0,711.0,60.0,4.0,52.0,153.0,64.0,3.0,0.0
1591,488.0,129.0,173.0,24.0,1.0,43.0,99.0,35.0,4.0,0.0
1592,31.0,121.0,604.0,10.0,3.0,40.0,89.0,34.0,5.0,1.0
1593,15.0,191.0,13.0,16.0,5.0,61.0,96.0,48.0,2.0,0.0
1594,93.0,3.0,1211.0,0.0,7.0,2.0,1.0,0.0,5.0,0.0
1595,7.0,245.0,259.0,40.0,2.0,105.0,3.0,79.0,2.0,0.0
1596,464.0,233.0,1367.0,27.0,2.0,88.0,139.0,58.0,0.0,0.0
1597,220.0,12.0,615.0,6.0,5.0,2.0,2.0,3.0,5.0,0.0
1598,449.0,18.0,224.0,1.0,2.0,6.0,4.0,6.0,0.0,1.0
1599,150.0,129.0,1480.0,59.0,2.0,71.0,74.0,58.0,4.0,1.0
1600,353.0,287.0,671.0,121.0,0.0,101.0,194.0,77.0,1.0,1.0
1601,208.0,3.0,1527.0,2.0,4.0,2.0,4.0,1.0,3.0,1.0
1602,222.0,46.0,1910.0,39.0,1.0,20.0,63.0,21.0,5.0,0.0
1603,132.0,13.0,20.0,2.0,4.0,10.0,8.0,6.0,1.0,1.0
1604,283.0,103.0,60.0,27.0,2.0,18.0,14.0,25.0,0.0,0.0
1605,319.0,150.0,490.0,33.0,1.0,27.0,70.0,49.0,1.0,1.0
1606,418.0,232.0,1004.0,99.0,7.0,98.0,36.0,91.0,3.0,1.0
1607,210.0,40.0,341.0,2.0,0.0,16.0,2.0,15.0,5.0,0.0
1608,567.0,104.0,1470.0,23.0,3.0,20.0,3.0,33.0,4.0,1.0
1609,157.0,63.0,772.0,35.0,7.0,36.0,56.0,28.0,5.0,1.0
1610,425.0,219.0,487.0,46.0,4.0,69.0,98.0,76.0,2.0,0.0
1611,170.0,10.0,1795.0,11.0,5.0,6.0,2.0,4.0,2.0,0.0
1612,274.0,166.0,1797.0,36.0,7.0,60.0,161.0,61.0,4.0,1.0
1613,406.0,21.0,980.0,12.0,0.0,4.0,8.0,6.0,0.0,0.0
1614,142.0,99.0,904.0,20.0,1.0,32.0,4.0,35.0,1.0,1.0
1615,432.0,120.0,465.0,27.0,2.0,43.0,130.0,53.0,4.0,0.0
1616,46.0,195.0,1512.0,92.0,9.0,60.0,87.0,88.0,3.0,1.0
1617,152.0,119.0,704.0,5.0,0.0,49.0,8.0,39.0,3.0,0.0
1618,104.0,37.0,1529.0,13.0,3.0,11.0,39.0,11.0,5.0,1.0
1619,96.0,74.0,1346.0,43.0,2.0,35.0,38.0,24.0,1.0,0.0
