loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1015,3, Graduate, No,9800000,25600000,10,404,24400000,6700000,37000000,11500000, Rejected
1083,1, Graduate, No,7500000,28300000,16,707,9700000,1100000,16300000,6700000, Approved
973,3, Graduate, Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000, Approved
2595,4, Graduate, Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000, Approved
3440,5, Not Graduate, Yes,9700000,27400000,2,328,0,18400000,22000000,7900000, Rejected
519,4, Graduate, Yes,2900000,10500000,8,607,4400000,5500000,7600000,3800000, Approved
819,2, Not Graduate, No,6500000,14100000,2,709,1000000,12700000,20900000,4000000, Approved
879,4, Not Graduate, No,4400000,17000000,18,302,1000000,2100000,14000000,5700000, Rejected
3986,1, Not Graduate, Yes,8800000,28600000,8,631,11000000,13200000,25000000,7700000, Approved
475,1, Not Graduate, Yes,9200000,31500000,18,698,5300000,6100000,20400000,8300000, Approved
1782,4, Graduate, Yes,4100000,11600000,14,854,500000,6900000,12700000,5700000, Approved
130,3, Graduate, No,400000,1200000,12,861,200000,600000,1100000,200000, Approved
1884,2, Not Graduate, No,7500000,15400000,8,332,8300000,3100000,23700000,5400000, Rejected
133,3, Not Graduate, Yes,1800000,3600000,18,465,600000,500000,5400000,2600000, Rejected
2510,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000, Rejected
3491,1, Graduate, No,4700000,15700000,4,468,13300000,5100000,16200000,3600000, Approved
1821,1, Graduate, No,5100000,11800000,12,314,14700000,7600000,12400000,4900000, Rejected
4198,3, Not Graduate, Yes,8600000,23200000,12,894,22100000,13900000,29200000,4500000, Approved
1914,5, Graduate, No,5800000,13700000,6,369,10500000,2700000,12100000,3000000, Rejected
4097,4, Not Graduate, No,5500000,20200000,14,611,13700000,5700000,15100000,7200000, Approved
1088,3, Not Graduate, Yes,7000000,15200000,2,709,10300000,12500000,20700000,4000000, Approved
3951,4, Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000, Approved
228,4, Graduate, No,7200000,19100000,4,774,9400000,7000000,17900000,3600000, Approved
3932,5, Graduate, Yes,3600000,12500000,12,795,10600000,2700000,11100000,4800000, Approved
642,0, Graduate, Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000, Approved
3037,4, Graduate, Yes,3900000,14300000,20,477,1000000,4600000,9100000,2900000, Rejected
3286,0, Not Graduate, Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000, Approved
2704,1, Not Graduate, No,6500000,16000000,6,862,2000000,0,24000000,9700000, Approved
1207,2, Not Graduate, Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000, Approved
140,0, Graduate, No,200000,700000,8,501,500000,200000,700000,100000, Rejected
3811,4, Graduate, No,5100000,18800000,10,694,6400000,5300000,13500000,4100000, Approved
3995,2, Not Graduate, Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000, Approved
2539,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000, Approved
3648,3, Not Graduate, No,3900000,11900000,6,607,6600000,6000000,8800000,2000000, Approved
2152,2, Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000, Rejected
3016,4, Graduate, No,7500000,16200000,4,310,10800000,14300000,14900000,5800000, Rejected
1860,0, Graduate, Yes,2400000,5900000,14,319,2000000,4200000,9500000,3300000, Rejected
238,3, Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000, Approved
2260,4, Not Graduate, No,2400000,6000000,6,712,6800000,2200000,6000000,1200000, Approved
1618,5, Graduate, Yes,5400000,11200000,10,447,300000,7900000,21400000,6000000, Rejected
310,2, Graduate, No,8400000,33200000,14,474,19600000,15000000,25400000,11500000, Rejected
1830,1, Not Graduate, Yes,3000000,6000000,16,518,3800000,1700000,11600000,3900000, Rejected
1902,0, Not Graduate, No,4000000,12500000,18,868,11000000,800000,14400000,2300000, Approved
1692,1, Not Graduate, Yes,8900000,32000000,16,711,4300000,1200000,22100000,5200000, Approved
947,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000, Approved
2486,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000, Approved
3107,0, Graduate, No,5600000,11600000,12,466,15000000,7400000,21800000,7500000, Rejected
177,4, Not Graduate, No,9200000,27200000,12,873,4500000,1800000,33800000,11400000, Approved
2926,2, Not Graduate, Yes,6300000,18100000,6,671,7900000,8200000,13200000,5400000, Approved
563,1, Graduate, Yes,7100000,15200000,8,389,5900000,900000,24300000,5900000, Rejected
3891,4, Graduate, Yes,6200000,21300000,16,882,11800000,3500000,12900000,4100000, Approved
3290,4, Not Graduate, No,4400000,9800000,18,732,2400000,2400000,15100000,4400000, Approved
1873,4, Graduate, Yes,6900000,16300000,8,606,5800000,900000,23700000,3600000, Approved
1805,0, Not Graduate, Yes,4600000,14800000,6,433,12100000,4600000,11100000,6700000, Rejected
4108,1, Graduate, No,8200000,17500000,4,609,4500000,5600000,24100000,7700000, Approved
2008,5, Graduate, No,7900000,28600000,12,812,12100000,14400000,30000000,11700000, Approved
2493,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000, Rejected
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000, Approved
1751,2, Graduate, No,4300000,9800000,2,499,4400000,4500000,12600000,5100000, Rejected
4049,2, Not Graduate, No,7400000,22500000,16,834,6400000,12600000,15700000,6000000, Approved
1789,0, Graduate, Yes,5800000,14100000,16,570,8200000,4200000,16400000,3700000, Approved
2681,1, Graduate, No,3400000,8600000,6,640,7700000,1000000,7800000,4400000, Approved
3385,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000, Approved
123,1, Not Graduate, No,8500000,32900000,10,570,5100000,6200000,20500000,5500000, Approved
1806,5, Not Graduate, No,9900000,33600000,20,580,7000000,10800000,37400000,14700000, Approved
3903,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000, Approved
1329,4, Graduate, No,7000000,24500000,18,318,4300000,1700000,16300000,3600000, Rejected
3776,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000, Approved
953,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,26000000,8300000, Approved
3074,5, Not Graduate, No,1000000,2000000,4,524,2700000,1800000,2200000,700000, Rejected
505,4, Graduate, Yes,8600000,19200000,4,868,20400000,1500000,32800000,9300000, Approved
3949,2, Not Graduate, No,1400000,3100000,4,881,3700000,400000,5000000,1100000, Approved
3208,4, Graduate, Yes,3200000,11500000,20,864,8700000,5000000,12100000,4100000, Approved
2070,4, Graduate, Yes,6500000,20200000,12,653,18600000,1400000,23800000,6400000, Approved
4227,5, Graduate, Yes,700000,2600000,2,869,1100000,500000,1400000,500000, Approved
3124,1, Not Graduate, Yes,9700000,24700000,14,600,13600000,14000000,35500000,6700000, Approved
1398,1, Not Graduate, Yes,9200000,24500000,4,545,25700000,0,20600000,13300000, Rejected
1741,4, Not Graduate, No,1100000,2500000,4,603,1900000,1400000,3900000,500000, Approved
3602,3, Graduate, No,7700000,25300000,18,662,3400000,11400000,19100000,9900000, Approved
1303,3, Not Graduate, No,7700000,18700000,8,483,15100000,5600000,24600000,10200000, Rejected
1497,3, Not Graduate, Yes,2500000,7700000,16,485,2000000,3600000,5600000,3200000, Rejected
3848,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000, Approved
1983,2, Not Graduate, No,400000,1000000,6,425,800000,300000,800000,200000, Rejected
3182,4, Not Graduate, Yes,8000000,31500000,16,763,14900000,8800000,17600000,8900000, Approved
3406,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000, Rejected
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000, Approved
4182,2, Not Graduate, No,1200000,4100000,8,497,2700000,700000,3700000,1300000, Rejected
2816,1, Graduate, No,6600000,24800000,4,500,8600000,4100000,16700000,6100000, Approved
2098,5, Not Graduate, No,900000,2800000,16,808,2100000,900000,3100000,800000, Approved
2607,4, Graduate, Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000, Rejected
2954,5, Not Graduate, No,6900000,19200000,12,408,10000000,5000000,24900000,9000000, Rejected
57,2, Not Graduate, No,4300000,10600000,18,431,2100000,1500000,9300000,5200000, Rejected
2814,2, Not Graduate, Yes,6600000,22800000,8,490,6100000,10000000,18000000,6400000, Rejected
3029,1, Not Graduate, Yes,2100000,4200000,18,554,3400000,800000,6400000,1500000, Approved
4038,4, Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000, Approved
1699,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000, Approved
1770,5, Graduate, Yes,6100000,22500000,6,776,17600000,9900000,13800000,4800000, Approved
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000, Approved
780,1, Graduate, No,5400000,17900000,14,727,13100000,0,12300000,4700000, Approved
4245,3, Not Graduate, No,1800000,5600000,20,860,1900000,1700000,4300000,900000, Approved
2610,4, Graduate, No,5800000,12000000,12,811,9400000,8800000,14200000,3100000, Approved
2604,5, Not Graduate, Yes,5100000,11800000,6,776,7600000,400000,10500000,4400000, Approved
4154,1, Graduate, No,7700000,17100000,14,603,11100000,12100000,30300000,7100000, Approved
2071,5, Graduate, No,8900000,35500000,16,480,17200000,11300000,25200000,4900000, Rejected
172,0, Not Graduate, No,1900000,4100000,18,801,400000,800000,4800000,1200000, Approved
175,4, Not Graduate, Yes,6600000,14300000,8,371,10800000,9500000,18500000,7400000, Rejected
2859,5, Not Graduate, Yes,4400000,12300000,8,567,2400000,500000,12900000,6300000, Approved
995,2, Graduate, No,3200000,12600000,18,796,6200000,3500000,9600000,2000000, Approved
3034,1, Graduate, No,6300000,19000000,20,673,14600000,8100000,16000000,4200000, Approved
793,4, Graduate, No,6300000,13400000,2,504,10500000,10900000,14500000,9400000, Rejected
244,1, Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000, Approved
448,1, Graduate, Yes,8600000,27900000,20,415,12200000,14800000,27100000,7900000, Rejected
1689,4, Graduate, No,6300000,17600000,6,612,16000000,3300000,23500000,3200000, Approved
2674,1, Not Graduate, No,6300000,23900000,4,742,1500000,7100000,21800000,4300000, Approved
498,2, Not Graduate, No,8100000,24800000,6,307,200000,4000000,31100000,10500000, Rejected
1046,4, Not Graduate, No,7600000,29700000,6,603,3200000,2900000,27800000,11000000, Approved
1721,3, Graduate, Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000, Rejected
203,2, Graduate, No,500000,1500000,2,888,1500000,300000,1500000,600000, Approved
1127,1, Not Graduate, No,2400000,5600000,16,379,3700000,600000,7200000,3400000, Rejected
4117,5, Graduate, Yes,3900000,12700000,8,886,3500000,5800000,14900000,5400000, Approved
1183,0, Graduate, Yes,6400000,21900000,12,727,15400000,10100000,24000000,5300000, Approved
1996,4, Not Graduate, No,2900000,11200000,10,744,6600000,4000000,7300000,1600000, Approved
1752,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000, Approved
2632,5, Not Graduate, No,5700000,18400000,4,579,12800000,4000000,17200000,4900000, Approved
1,2, Graduate, No,9600000,29900000,12,778,2400000,17600000,22700000,8000000, Approved
4115,4, Graduate, No,400000,1000000,20,692,500000,400000,1600000,200000, Approved
382,0, Graduate, No,5300000,17900000,6,678,4700000,3900000,14400000,3600000, Approved
2858,4, Graduate, Yes,5600000,13000000,4,899,10500000,9100000,11400000,6400000, Approved
2520,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000, Rejected
2043,3, Not Graduate, No,8400000,27200000,12,604,21400000,8800000,23700000,4700000, Approved
3702,1, Graduate, Yes,9600000,29900000,18,478,18500000,15200000,38200000,9400000, Rejected
3383,3, Graduate, No,3400000,10900000,14,757,5400000,1600000,7700000,3000000, Approved
3318,5, Not Graduate, No,900000,2200000,2,415,600000,1700000,2900000,700000, Rejected
3726,3, Graduate, Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000, Approved
1392,0, Not Graduate, Yes,1500000,4100000,12,789,3600000,1600000,5800000,1300000, Approved
394,1, Graduate, No,1400000,5200000,12,730,2900000,0,3700000,700000, Approved
2651,4, Not Graduate, No,4500000,17300000,18,830,200000,4200000,12000000,2500000, Approved
1458,5, Not Graduate, No,2700000,8300000,8,833,4600000,1300000,6800000,3300000, Approved
3914,5, Graduate, No,9400000,36800000,10,509,20700000,7400000,22400000,6300000, Rejected
3418,4, Not Graduate, Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000, Approved
3926,0, Not Graduate, No,7500000,28700000,2,895,2000000,4100000,21500000,7200000, Approved
29,5, Not Graduate, Yes,7000000,24000000,6,336,2300000,11900000,27500000,9700000, Rejected
111,0, Not Graduate, No,300000,1100000,8,778,800000,200000,900000,100000, Approved
2711,3, Graduate, Yes,7400000,15200000,10,548,16700000,12800000,19300000,4800000, Rejected
3537,1, Not Graduate, No,6600000,19700000,12,758,16000000,4400000,18800000,9500000, Approved
1917,4, Not Graduate, No,1600000,6200000,18,554,3200000,800000,5500000,1100000, Approved
799,2, Not Graduate, No,7000000,20200000,8,668,16600000,5000000,26100000,9100000, Approved
3750,0, Not Graduate, No,7900000,26200000,18,845,14200000,14700000,27400000,6300000, Approved
2281,0, Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000, Approved
4042,2, Graduate, No,3000000,6500000,4,476,7900000,300000,9400000,1500000, Rejected
2006,4, Graduate, Yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000, Approved
2640,3, Not Graduate, No,7600000,19100000,14,762,14800000,15000000,23500000,7300000, Approved
723,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,15800000,9400000, Rejected
2551,1, Graduate, No,7400000,19200000,20,415,2200000,4800000,29200000,7000000, Rejected
3674,5, Graduate, Yes,8700000,26400000,10,318,11800000,2900000,23200000,9200000, Rejected
900,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,7100000,4100000, Approved
3928,1, Not Graduate, Yes,700000,1800000,16,641,2100000,400000,1600000,900000, Approved
3192,1, Graduate, No,7400000,16100000,4,655,22000000,12900000,25300000,4300000, Approved
2953,4, Not Graduate, No,7900000,31500000,20,386,14300000,3800000,23800000,7500000, Rejected
3283,2, Not Graduate, Yes,9800000,34600000,16,754,12400000,14900000,34700000,6100000, Approved
1192,0, Not Graduate, No,2600000,9400000,18,879,2800000,1400000,5100000,2300000, Approved
451,4, Not Graduate, No,9000000,29000000,16,590,4600000,15600000,29200000,12300000, Approved
2905,3, Not Graduate, Yes,5200000,11000000,12,830,8900000,5100000,16000000,7600000, Approved
2331,0, Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000, Approved
2666,0, Not Graduate, Yes,9300000,32000000,8,438,24800000,6400000,34900000,12400000, Rejected
1928,0, Not Graduate, Yes,5500000,15300000,4,859,4600000,9500000,21400000,2900000, Approved
3971,4, Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000, Approved
3969,4, Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000, Approved
1610,5, Not Graduate, Yes,9800000,23200000,10,416,11000000,17300000,21600000,8500000, Rejected
3855,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000, Approved
6,0, Graduate, Yes,4800000,13500000,10,319,6800000,8300000,13700000,5100000, Rejected
4211,3, Not Graduate, Yes,9200000,35000000,4,716,1100000,10200000,33600000,11400000, Approved
1940,5, Not Graduate, Yes,8500000,25800000,14,786,13900000,11000000,32400000,11300000, Approved
3754,0, Not Graduate, Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000, Approved
1037,3, Graduate, Yes,7800000,26300000,20,840,1200000,11300000,24100000,5300000, Approved
3884,4, Graduate, No,2300000,5400000,16,490,6200000,3700000,5500000,2100000, Rejected
1500,2, Not Graduate, No,9800000,22900000,10,788,1300000,10300000,27200000,14000000, Approved
1059,3, Not Graduate, Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000, Rejected
158,5, Not Graduate, Yes,9900000,33300000,6,364,5300000,18700000,27800000,8300000, Rejected
4121,3, Graduate, No,9100000,19900000,2,711,2200000,17900000,24300000,13000000, Approved
4043,4, Graduate, No,9300000,34900000,6,837,27400000,800000,21400000,8500000, Approved
499,3, Graduate, No,6700000,15500000,18,492,2100000,2000000,26300000,9400000, Rejected
3500,1, Graduate, No,7400000,17900000,6,460,2600000,1300000,25900000,5000000, Rejected
4233,1, Graduate, Yes,200000,500000,20,713,0,200000,500000,100000, Approved
1246,0, Not Graduate, No,1800000,6600000,10,737,5000000,2000000,6000000,1500000, Approved
1636,0, Not Graduate, No,5100000,13400000,16,649,6800000,1600000,15700000,3900000, Approved
2690,2, Not Graduate, Yes,6000000,19900000,8,486,12100000,8100000,20100000,6600000, Rejected
260,0, Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000, Approved
1295,4, Not Graduate, No,3900000,10000000,10,530,10900000,200000,12300000,1900000, Rejected
2645,2, Not Graduate, Yes,4100000,11400000,14,505,8100000,7500000,10100000,5500000, Rejected
1930,5, Graduate, No,6600000,20100000,18,348,6900000,2500000,22500000,7200000, Rejected
1072,0, Graduate, Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000, Rejected
3715,2, Graduate, No,2900000,10500000,20,708,4200000,600000,7700000,4300000, Approved
988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000, Approved
25,0, Not Graduate, No,4900000,9800000,16,324,3800000,8700000,10000000,3300000, Rejected
3051,3, Graduate, No,3900000,9800000,6,604,10900000,7300000,7700000,3300000, Approved
